Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat
Opel,Omega,1995,Sedan,295000.0,2000.0,Petrol,1100.0,10925.925925925925,Manual,Medium
BMW,3 Series,2014,Sedan,60000.0,2000.0,Petrol,15450.0,7500.0,Automatic,Small
Volkswagen,Transporter,2014,Minivan,400000.0,2000.0,Diesel,10500.0,50000.0,Manual,Large
Nissan,Qashqai+2,2008,Crossover,145000.0,2000.0,Petrol,6800.0,10357.142857142857,Manual,Medium
Audi,A6,2005,Universal,353535.0,3000.0,Diesel,4200.0,20796.176470588234,Automatic,Medium
Honda,Civic,2008,Sedan,233000.0,1377.0,Hybrid,1550.0,16642.85714285714,Automatic,Medium
Skoda,Octavia,2008,Universal,159000.0,1600.0,Petrol,3700.0,11357.142857142857,Manual,Medium
Volkswagen,Golf,1998,Hatchback,182352.0,1400.0,Petrol,1150.0,7598.0,Manual,Small
BMW,5 Series,2005,Universal,244000.0,2500.0,Diesel,6555.0,14352.941176470587,Automatic,Medium
Peugeot,508,2016,Sedan,192500.0,1600.0,Diesel,10900.0,32083.333333333332,Manual,Large
Opel,Zafira,2005,Universal,450000.0,1800.0,Metan/Propan,3400.0,26470.58823529412,Manual,Medium
Mercedes,M Class,2007,SUV,294762.0,300.0,Diesel,9000.0,19650.8,Automatic,Medium
Mercedes,E Class,2015,Coupe,250000.0,300.0,Diesel,20000.0,35714.28571428572,Automatic,Large
Renault,Clio4,2013,Sedan,183200.0,1500.0,Diesel,5700.0,20355.555555555555,Manual,Medium
Mazda,626,1995,Sedan,297340.0,1789.0,Petrol,1700.0,11012.592592592593,Manual,Medium
Mercedes,E Class,2007,Sedan,264000.0,1800.0,Petrol,9200.0,17600.0,Automatic,Medium
Toyota,Camry,2007,Sedan,245000.0,2400.0,Metan/Propan,7500.0,16333.333333333334,Automatic,Medium
Toyota,Avensis Verso,2003,Minivan,330000.0,2000.0,Diesel,5300.0,17368.42105263158,Manual,Medium
Opel,Corsa,2010,Hatchback,238670.0,1260.0,Diesel,3600.0,19889.166666666668,Manual,Medium
Volkswagen,Golf,2008,Universal,205000.0,1600.0,Petrol,4300.0,14642.857142857143,Manual,Medium
Volkswagen,Passat,2003,Sedan,300000.0,1600.0,Petrol,3250.0,15789.473684210527,Manual,Medium
Rare,C5,2002,Universal,362000.0,300.0,Petrol,2700.0,18100.0,Manual,Medium
Rare,Xsara Picasso,2009,Microvan,190000.0,1600.0,Petrol,3499.0,14615.384615384615,Manual,Medium
BMW,5 Series,2009,Sedan,220000.0,2993.0,Diesel,7900.0,16923.076923076922,Automatic,Medium
Volkswagen,Polo,2008,Hatchback,210000.0,1400.0,Metan/Propan,4550.0,15000.0,Manual,Medium
Opel,Combo,2003,Minivan,350000.0,1700.0,Diesel,1700.0,18421.052631578947,Manual,Medium
Opel,Combo,2003,Minivan,330000.0,1700.0,Diesel,1700.0,17368.42105263158,Manual,Medium
Ford,Fusion,2004,Sedan,280000.0,1400.0,Diesel,3500.0,15555.555555555555,Manual,Medium
Ford,C-Max,2013,Hatchback,126050.0,2000.0,Plug-in Hybrid,9200.0,14005.555555555555,Automatic,Medium
Renault,Megane,2005,Universal,194000.0,1400.0,Petrol,3500.0,11411.764705882353,Manual,Medium
Mazda,323,2003,Universal,250000.0,1300.0,Petrol,1500.0,13157.894736842105,Manual,Medium
Volkswagen,Golf,2004,Hatchback,226000.0,1400.0,Petrol,4000.0,12555.555555555555,Manual,Medium
Renault,Kangoo,2013,Minivan,183780.0,1500.0,Diesel,4990.0,20420.0,Manual,Medium
Volkswagen,Golf,1994,Hatchback,176000.0,1800.0,Petrol,1600.0,6285.714285714285,Manual,Small
Lexus,Es Series,2021,Sedan,19000.0,2495.0,Hybrid,30000.0,19000.0,Automatic,Medium
Nissan,Almera,2001,Cabriolet,15000.0,1600.0,Petrol,2499.0,714.2857142857143,Manual,Small
Dacia,Sandero,2017,Hatchback,13000.0,1000.0,Petrol,6550.0,2600.0,Manual,Small
Toyota,Aygo,2017,Hatchback,46000.0,1000.0,Petrol,8500.0,9200.0,Automatic,Small
Mercedes,E Class,2001,Sedan,337000.0,2200.0,Diesel,5800.0,16047.619047619048,Automatic,Medium
Nissan,Qashqai,2008,Crossover,210000.0,2000.0,Petrol,7800.0,15000.0,Automatic,Medium
Volkswagen,Polo,1999,Universal,240000.0,1400.0,Petrol,2100.0,10434.782608695652,Manual,Medium
Vaz,2107,1999,Sedan,70000.0,1500.0,Petrol,800.0,3043.478260869565,Manual,Small
Rare,Saxo,2001,Sedan,150000.0,1100.0,Petrol,600.0,7142.857142857143,Manual,Small
Rare,Liana,2005,Universal,240000.0,1398.0,Diesel,2300.0,14117.64705882353,Manual,Medium
Opel,Astra,2007,Hatchback,301000.0,1300.0,Diesel,3000.0,20066.666666666668,Manual,Medium
Nissan,Qashqai,2008,Crossover,220000.0,1500.0,Diesel,6700.0,15714.285714285714,Manual,Medium
Skoda,Octavia,2008,Universal,253000.0,1900.0,Diesel,6600.0,18071.428571428572,Automatic,Medium
BMW,3 Series,2012,Sedan,67000.0,2800.0,Petrol,17000.0,6700.0,Automatic,Small
Mercedes,E Class,1989,Sedan,300000.0,2300.0,Petrol,1600.0,9090.90909090909,Automatic,Small
Volkswagen,Jetta,1981,Sedan,233000.0,1600.0,Petrol,550.0,5682.926829268293,Manual,Small
Renault,Kadjar,2016,Crossover,161000.0,1496.0,Diesel,13000.0,26833.333333333332,Automatic,Medium
Mercedes,B Class,2012,Hatchback,250000.0,1600.0,Petrol,9900.0,25000.0,Manual,Medium
BMW,5 Series,2013,Sedan,168000.0,2000.0,Diesel,22999.0,18666.666666666668,Automatic,Medium
Volkswagen,Passat,2014,Universal,126000.0,1400.0,Metan/Propan,9350.0,15750.0,Automatic,Medium
Audi,A6,2014,Sedan,118000.0,2000.0,Diesel,17750.0,14750.0,Automatic,Medium
Audi,A5,2012,Coupe,136700.0,1984.0,Petrol,11800.0,13670.0,Automatic,Medium
Rare,969,1988,SUV,6000.0,400.0,Petrol,17508.0,176.47058823529412,Manual,Small
Mercedes,E Class,2008,Universal,215000.0,3000.0,Diesel,12000.0,15357.142857142857,Automatic,Medium
Rare,Trezia,2011,Minivan,175000.0,1396.0,Diesel,6500.0,15909.09090909091,Automatic,Medium
Hyundai,Elantra,2020,Sedan,27700.0,1600.0,Petrol,15700.0,13850.0,Automatic,Medium
BMW,5 Series,1990,Sedan,350000.0,1991.0,Metan/Propan,1100.0,10937.5,Manual,Medium
Toyota,Auris,2014,Universal,134000.0,1400.0,Diesel,8800.0,16750.0,Manual,Medium
Rare,Largus,2001,Universal,8852.0,1600.0,Metan/Propan,10000.0,421.5238095238095,Manual,Small
Mazda,6,2010,Sedan,202500.0,220.0,Diesel,2500.0,16875.0,Manual,Medium
BMW,3 Series,2004,Universal,300000.0,1800.0,Petrol,5150.0,16666.666666666668,Manual,Medium
Audi,Q5,2013,Crossover,80200.0,2000.0,Petrol,20800.0,8911.111111111111,Automatic,Small
Renault,Laguna,2010,Universal,200000.0,1500.0,Diesel,5000.0,16666.666666666668,Manual,Medium
Volkswagen,Golf,2002,Universal,280000.0,1600.0,Metan/Propan,3600.0,14000.0,Manual,Medium
Rare,Grand Cherokee,2002,Universal,300000.0,2700.0,Diesel,3800.0,15000.0,Automatic,Medium
Mercedes,M Class,2008,Crossover,90000.0,3498.0,Petrol,18000.0,6428.571428571428,Automatic,Small
Mazda,MX-6,1995,Coupe,336000.0,2000.0,Petrol,1850.0,12444.444444444445,Manual,Medium
Honda,Jazz,2011,Microvan,109000.0,1400.0,Petrol,6400.0,9909.09090909091,Automatic,Small
Opel,Omega,1995,Universal,300000.0,1998.0,Petrol,1600.0,11111.111111111111,Manual,Medium
Toyota,Avalon,2017,Sedan,42000.0,2500.0,Hybrid,19000.0,8400.0,Automatic,Small
Dacia,Logan,2008,Universal,228000.0,1500.0,Diesel,4200.0,16285.714285714286,Manual,Medium
Toyota,Verso,2011,Minivan,36000.0,1598.0,Petrol,9500.0,3272.7272727272725,Manual,Small
Volkswagen,Passat,2000,Universal,349049.0,1900.0,Diesel,4300.0,15865.863636363636,Manual,Medium
Rare,Tipo,2018,Universal,105800.0,1248.0,Diesel,8300.0,26450.0,Manual,Medium
Opel,Vectra,1993,Sedan,185578.0,1600.0,Metan/Propan,850.0,6399.241379310345,Manual,Small
Audi,A4,2013,Sedan,185000.0,1984.0,Petrol,12200.0,20555.555555555555,Automatic,Medium
Mercedes,A Class,2008,Hatchback,151616.0,1500.0,Petrol,5500.0,10829.714285714286,Automatic,Medium
Hyundai,Tucson,2008,Crossover,217367.0,200.0,Metan/Propan,7500.0,15526.214285714286,Automatic,Medium
Volkswagen,Passat,2007,Sedan,238000.0,1998.0,Petrol,6200.0,15866.666666666666,Automatic,Medium
BMW,7 Series,2000,Sedan,325000.0,2800.0,Metan/Propan,4900.0,14772.727272727272,Automatic,Medium
Skoda,Superb,2011,Sedan,36000.0,1400.0,Petrol,12500.0,3272.7272727272725,Manual,Small
BMW,3 Series,2008,Minivan,27000.0,2000.0,Diesel,4800.0,1928.5714285714287,Manual,Small
Peugeot,607,2003,Sedan,360000.0,2200.0,Diesel,3400.0,18947.36842105263,Automatic,Medium
Mercedes,E Class,2004,Universal,200000.0,2200.0,Diesel,6999.0,11111.111111111111,Automatic,Medium
Vaz,21099,2003,Universal,738502.0,1500.0,Petrol,9000.0,38868.52631578947,Manual,Large
Dacia,Logan,2016,Sedan,57000.0,1000.0,Petrol,6400.0,9500.0,Automatic,Small
Chevrolet,Cruze,2009,Sedan,143000.0,1600.0,Metan/Propan,5900.0,11000.0,Automatic,Medium
Renault,Megane,2005,Universal,315000.0,1600.0,Petrol,1200.0,18529.41176470588,Manual,Medium
BMW,5 Series,2000,Sedan,285000.0,2000.0,Metan/Propan,3400.0,12954.545454545454,Manual,Medium
Volkswagen,Golf,2008,Universal,192000.0,1400.0,Petrol,4700.0,13714.285714285714,Automatic,Medium
BMW,7 Series,1996,Sedan,123456.0,2800.0,Petrol,1800.0,4748.307692307692,Automatic,Small
Renault,Megane,2005,Universal,123459.0,1500.0,Diesel,1800.0,7262.294117647059,Manual,Small
Mercedes,C Class,1996,Sedan,123456.0,1800.0,Petrol,1200.0,4748.307692307692,Manual,Small
Renault,Scenic,2005,Universal,123456.0,1500.0,Diesel,1800.0,7262.117647058823,Manual,Small
BMW,5 Series,2000,Sedan,123456.0,2500.0,Diesel,2000.0,5611.636363636364,Manual,Small
Honda,Accord,1995,Sedan,123456.0,2000.0,Metan/Propan,1000.0,4572.444444444444,Manual,Small
Rare,Discovery,2004,SUV,240000.0,2500.0,Diesel,6300.0,13333.333333333334,Automatic,Medium
Mercedes,C Class,2014,Sedan,113000.0,2200.0,Diesel,17500.0,14125.0,Manual,Medium
Volkswagen,Passat,2012,Universal,150000.0,1390.0,Petrol,8499.0,15000.0,Automatic,Medium
Ford,Fusion,2004,Hatchback,200000.0,1400.0,Petrol,2500.0,11111.111111111111,Manual,Medium
Vaz,2109,1994,Sedan,222222.0,1499.0,Petrol,8000.0,7936.5,Manual,Small
BMW,5 Series,1993,Sedan,123456.0,1800.0,Metan/Propan,1650.0,4257.103448275862,Manual,Small
Rare,Cayenne,2008,Crossover,125000.0,3600.0,Petrol,15200.0,8928.57142857143,Automatic,Small
Ford,Fiesta,2005,Hatchback,232000.0,1400.0,Diesel,3500.0,13647.058823529413,Automatic,Medium
Opel,Vectra,1996,Sedan,320000.0,1600.0,Petrol,2100.0,12307.692307692309,Manual,Medium
BMW,X7,2020,SUV,12700.0,3000.0,Petrol,72500.0,6350.0,Automatic,Small
Toyota,Corolla,2005,Hatchback,280000.0,1400.0,Diesel,5999.0,16470.58823529412,Automatic,Medium
Nissan,Qashqai,2015,Crossover,186588.0,1500.0,Diesel,12100.0,26655.428571428572,Manual,Medium
Renault,Scenic,2007,Minivan,26000.0,1461.0,Diesel,3990.0,1733.3333333333333,Manual,Small
Vaz,2111,2001,Universal,25000.0,1500.0,Metan/Propan,800.0,1190.4761904761904,Manual,Small
Hyundai,H200,2000,Minivan,300000.0,2500.0,Diesel,2000.0,13636.363636363636,Manual,Medium
Toyota,Corolla Verso,2006,Minivan,243222.0,2200.0,Diesel,3400.0,15201.375,Manual,Medium
Opel,Astra,2006,Combi,278000.0,1800.0,Metan/Propan,2500.0,17375.0,Automatic,Medium
Vaz,2103,1977,Sedan,18000.0,1500.0,Petrol,3750.0,400.0,Manual,Small
Renault,Megane,2012,Universal,216000.0,1499.0,Diesel,7500.0,21600.0,Manual,Medium
Mercedes,Series (W123),1982,Combi,271000.0,3000.0,Diesel,1999.0,6775.0,Manual,Small
Toyota,Auris,2010,Hatchback,222000.0,1600.0,Petrol,5999.0,18500.0,Manual,Medium
Toyota,Urban Cruiser,2009,Crossover,168365.0,1300.0,Petrol,7200.0,12951.153846153846,Manual,Medium
Audi,Allroad,2012,Universal,260000.0,1986.0,Diesel,16599.0,26000.0,Automatic,Medium
Toyota,Avensis,2008,Sedan,200000.0,2000.0,Diesel,6200.0,14285.714285714286,Manual,Medium
Toyota,Rav 4,2016,Crossover,45000.0,2000.0,Petrol,16950.0,7500.0,Automatic,Small
Renault,Scenic,2006,Minivan,181000.0,1500.0,Diesel,5200.0,11312.5,Manual,Medium
Mercedes,GLC,2019,Crossover,10000.0,2000.0,Petrol,36000.0,3333.3333333333335,Automatic,Small
Mazda,CX-5,2015,Crossover,145700.0,2191.0,Diesel,18900.0,20814.285714285714,Automatic,Medium
Mercedes,E Class,2010,Sedan,230000.0,2987.0,Diesel,10700.0,19166.666666666668,Automatic,Medium
Renault,Megane,2006,SUV,230000.0,1500.0,Diesel,3250.0,14375.0,Manual,Medium
BMW,5 Series,2000,Sedan,263000.0,2000.0,Petrol,4100.0,11954.545454545454,Manual,Medium
Mercedes,E Class,2004,Sedan,250000.0,2700.0,Diesel,2350.0,13888.888888888889,Automatic,Medium
Hyundai,Santa FE,2005,Crossover,182000.0,2400.0,Metan/Propan,6300.0,10705.882352941177,Manual,Medium
BMW,7 Series,2000,Sedan,200000.0,4400.0,Petrol,9100.0,9090.90909090909,Automatic,Small
Hyundai,Elantra,2017,Sedan,79000.0,1600.0,Petrol,11000.0,15800.0,Automatic,Medium
Volkswagen,Transporter,1996,Minivan,520000.0,2400.0,Diesel,4200.0,20000.0,Manual,Medium
Renault,Megane,2015,Universal,195000.0,1500.0,Diesel,7500.0,27857.14285714286,Automatic,Medium
Rare,Impreza,2007,Universal,120000.0,1500.0,Petrol,4300.0,8000.0,Manual,Small
Toyota,Corolla Verso,2006,Microvan,202000.0,2200.0,Diesel,7200.0,12625.0,Manual,Medium
BMW,5 Series,2016,Universal,200000.0,200.0,Diesel,15500.0,33333.333333333336,Automatic,Large
Audi,A6,2001,Universal,280000.0,2500.0,Diesel,2100.0,13333.333333333334,Manual,Medium
Mercedes,E Class,2010,Sedan,245000.0,2196.0,Diesel,15500.0,20416.666666666668,Automatic,Medium
Mercedes,Vito,1998,Minivan,333614.0,2229.0,Diesel,4800.0,13900.583333333334,Manual,Medium
Mazda,323,1994,Sedan,350000.0,1500.0,Petrol,999.0,12500.0,Manual,Medium
Mazda,2,2009,Hatchback,218000.0,1500.0,Petrol,4099.0,16769.23076923077,Manual,Medium
Honda,CR-V,2016,SUV,110000.0,1600.0,Diesel,17200.0,18333.333333333332,Automatic,Medium
Volvo,XC90,2012,Crossover,290000.0,2400.0,Diesel,15500.0,29000.0,Automatic,Medium
Mercedes,C Class,2002,Universal,325000.0,2148.0,Diesel,5400.0,16250.0,Automatic,Medium
BMW,X5,2015,SUV,120000.0,4000.0,Plug-in Hybrid,46000.0,17142.85714285714,Automatic,Medium
Ford,Fiesta,2014,Hatchback,90000.0,1000.0,Petrol,6500.0,11250.0,Manual,Medium
Volkswagen,Tiguan,2007,Crossover,215000.0,1400.0,Petrol,7000.0,14333.333333333334,Manual,Medium
Mercedes,E Class,2006,Sedan,330000.0,2187.0,Diesel,9200.0,20625.0,Automatic,Medium
Renault,Megane,2004,Universal,303000.0,1461.0,Diesel,3700.0,16833.333333333332,Manual,Medium
Skoda,Octavia,2013,Sedan,176000.0,1200.0,Petrol,8000.0,19555.555555555555,Manual,Medium
Opel,Vivaro,2004,Microvan,240000.0,1900.0,Diesel,5800.0,13333.333333333334,Manual,Medium
Hyundai,Accent,1995,Sedan,18888.0,1300.0,Petrol,13000.0,699.5555555555555,Manual,Small
Honda,CR-V,2001,Crossover,130000.0,2000.0,Petrol,4600.0,6190.476190476191,Manual,Small
Toyota,Prius,2008,Hatchback,250000.0,1500.0,Hybrid,6500.0,17857.14285714286,Automatic,Medium
Rare,Hover,2011,SUV,300000.0,200.0,Petrol,3999.0,27272.727272727272,Manual,Medium
Rare,25,2003,Hatchback,210000.0,1400.0,Petrol,1600.0,11052.631578947368,Manual,Medium
Skoda,Fabia,2002,Universal,217386.0,1400.0,Petrol,3200.0,10869.3,Manual,Medium
Nissan,Juke,2011,Crossover,145000.0,1500.0,Diesel,7990.0,13181.818181818182,Manual,Medium
Mercedes,E Class,1994,Universal,300000.0,2000.0,Metan/Propan,2000.0,10714.285714285714,Manual,Medium
Ford,Fusion,2005,Hatchback,188000.0,1400.0,Petrol,3400.0,11058.823529411764,Automatic,Medium
Toyota,Previa,2001,Universal,300000.0,1995.0,Diesel,4500.0,14285.714285714286,Manual,Medium
BMW,3 Series,2007,Sedan,173500.0,2000.0,Diesel,7200.0,11566.666666666666,Manual,Medium
Volkswagen,Caddy,2016,Microvan,60000.0,1200.0,Petrol,12000.0,10000.0,Manual,Small
Rare,Sebring,2001,Sedan,227000.0,2700.0,Petrol,4000.0,10809.52380952381,Automatic,Medium
Toyota,Auris,2011,Hatchback,230000.0,1400.0,Diesel,6800.0,20909.090909090908,Manual,Medium
Nissan,Qashqai,2015,SUV,93000.0,1200.0,Petrol,11750.0,13285.714285714286,Automatic,Medium
Rare,Range Rover Evoque,2005,SUV,214512.0,3000.0,Diesel,2500.0,12618.35294117647,Automatic,Medium
Mercedes,E Class,2001,Sedan,312000.0,2200.0,Diesel,6800.0,14857.142857142857,Manual,Medium
BMW,5 Series,2017,Sedan,72000.0,1995.0,Diesel,30999.0,14400.0,Automatic,Medium
Skoda,Fabia,2011,Universal,167000.0,1200.0,Diesel,4999.0,15181.818181818182,Manual,Medium
Volkswagen,Sharan,2001,Minivan,395000.0,1782.0,Petrol,3000.0,18809.52380952381,Manual,Medium
Peugeot,Bipper,2012,Combi,152000.0,1300.0,Diesel,3899.0,15200.0,Automatic,Medium
Rare,Fiorino,2014,Combi,150000.0,1300.0,Diesel,5000.0,18750.0,Manual,Medium
Nissan,Qashqai,2009,SUV,240000.0,1500.0,Diesel,6800.0,18461.53846153846,Manual,Medium
Renault,Kadjar,2016,Crossover,65000.0,1500.0,Diesel,12751.0,10833.333333333334,Automatic,Medium
Mercedes,M Class,2000,SUV,280000.0,2700.0,Diesel,7399.0,12727.272727272728,Automatic,Medium
Toyota,Yaris,2012,Hatchback,192122.0,1400.0,Diesel,6100.0,19212.2,Manual,Medium
Rare,Altele,1991,Minivan,30000.0,900.0,Petrol,9000.0,967.741935483871,Manual,Small
Volkswagen,Passat,1990,Sedan,281000.0,1800.0,Metan/Propan,1750.0,8781.25,Manual,Small
Audi,A4,2008,Sedan,189500.0,1800.0,Petrol,8300.0,13535.714285714286,Manual,Medium
Toyota,Rav 4,2021,SUV,1000.0,2500.0,Hybrid,31500.0,1000.0,Automatic,Small
Volkswagen,Touran,2005,Minivan,281000.0,2000.0,Diesel,5500.0,16529.41176470588,Automatic,Medium
Vaz,2108,1993,Coupe,980000.0,1300.0,Petrol,10000.0,33793.10344827586,Manual,Large
Skoda,Yeti,2011,Crossover,190000.0,1400.0,Petrol,7200.0,17272.727272727272,Manual,Medium
Lexus,IS Series,2014,Sedan,153200.0,2500.0,Hybrid,18990.0,19150.0,Automatic,Medium
Audi,A6,2005,Universal,420000.0,3000.0,Diesel,4950.0,24705.882352941175,Automatic,Medium
Renault,Kadjar,2017,Crossover,162000.0,1500.0,Diesel,12350.0,32400.0,Manual,Large
BMW,X1,2011,SUV,205000.0,2000.0,Diesel,13400.0,18636.363636363636,Automatic,Medium
Rare,Freelander,2009,Crossover,229000.0,2200.0,Diesel,10800.0,17615.384615384617,Automatic,Medium
Volkswagen,Passat,2010,Hatchback,250000.0,1400.0,Metan/Propan,6900.0,20833.333333333332,Manual,Medium
Nissan,Primera,2004,Sedan,123000.0,1800.0,Petrol,1800.0,6833.333333333333,Automatic,Small
Rare,on-DO,2016,Sedan,12000.0,1600.0,Petrol,2500.0,2000.0,Automatic,Small
BMW,3 Series,2011,Sedan,156000.0,2000.0,Petrol,5900.0,14181.818181818182,Automatic,Medium
Dacia,Duster,2012,SUV,45000.0,1600.0,Petrol,4700.0,4500.0,Manual,Small
Rare,75,2001,Sedan,125600.0,2000.0,Petrol,1500.0,5980.952380952381,Manual,Small
Volvo,XC90,2006,SUV,220000.0,2500.0,Metan/Propan,5700.0,13750.0,Automatic,Medium
Toyota,Camry,2007,Sedan,125000.0,2400.0,Petrol,5200.0,8333.333333333334,Manual,Small
Opel,Combo,2005,Combi,174000.0,1600.0,Diesel,2200.0,10235.29411764706,Manual,Medium
Hyundai,Accent,2006,Sedan,159000.0,1600.0,Petrol,2700.0,9937.5,Automatic,Small
Audi,A6,2002,Sedan,320000.0,1800.0,Petrol,2800.0,16000.0,Automatic,Medium
Opel,Astra,2004,Hatchback,125000.0,1400.0,Petrol,1450.0,6944.444444444444,Manual,Small
Opel,Astra,2006,Sedan,235000.0,1300.0,Diesel,4400.0,14687.5,Manual,Medium
Honda,Accord,2011,Sedan,145000.0,2000.0,Petrol,6200.0,13181.818181818182,Manual,Medium
Hyundai,Tucson,2016,Crossover,12000.0,2000.0,Diesel,10500.0,2000.0,Automatic,Small
Renault,Koleos,2014,Crossover,13000.0,1200.0,Petrol,8200.0,1625.0,Manual,Small
Volkswagen,Passat,2003,Sedan,189000.0,1800.0,Petrol,2300.0,9947.368421052632,Automatic,Small
Mercedes,C Class,2015,Sedan,55000.0,2200.0,Diesel,12500.0,7857.142857142857,Automatic,Small
Toyota,Prius,2012,Hatchback,125000.0,1800.0,Hybrid,3200.0,12500.0,Automatic,Medium
Peugeot,407,2006,Universal,95000.0,1600.0,Diesel,2150.0,5937.5,Manual,Small
Renault,Grand Scenic,2014,Minivan,120000.0,1500.0,Diesel,5250.0,15000.0,Automatic,Medium
Toyota,Aygo,2007,Hatchback,72000.0,1000.0,Petrol,1700.0,4800.0,Manual,Small
Volkswagen,Touareg,2005,SUV,226000.0,2500.0,Diesel,5900.0,13294.117647058823,Automatic,Medium
Toyota,Camry,2011,Sedan,132000.0,2400.0,Petrol,6200.0,12000.0,Automatic,Medium
Mazda,CX-7,2008,Cabriolet,80000.0,2400.0,Petrol,4700.0,5714.285714285715,Automatic,Small
Lexus,RX Series,2006,SUV,189000.0,3000.0,Metan/Propan,5900.0,11812.5,Automatic,Medium
Volvo,XC70,2006,Universal,125000.0,2500.0,Petrol,5200.0,7812.5,Automatic,Small
Mercedes,A Class,2006,Hatchback,156000.0,1400.0,Petrol,2700.0,9750.0,Manual,Small
Lexus,Es Series,2014,Sedan,48000.0,2500.0,Hybrid,12200.0,6000.0,Automatic,Small
Rare,F3,2009,Sedan,75000.0,1500.0,Petrol,1100.0,5769.2307692307695,Manual,Small
Mitsubishi,Outlander,2010,SUV,87000.0,2000.0,Petrol,5900.0,7250.0,Manual,Small
KIA,Sportage,2005,SUV,187000.0,2000.0,Diesel,3700.0,11000.0,Manual,Medium
Toyota,Yaris,2010,Hatchback,112000.0,1400.0,Petrol,3150.0,9333.333333333334,Automatic,Small
Opel,Astra,2007,Universal,219000.0,1300.0,Diesel,2000.0,14600.0,Manual,Medium
Toyota,Solara,2005,Coupe,125000.0,2400.0,Petrol,3700.0,7352.941176470588,Automatic,Small
Lexus,GS Series,2003,Sedan,22000.0,3000.0,Petrol,3200.0,1157.8947368421052,Automatic,Small
Honda,Civic,2006,Hatchback,145000.0,1600.0,Petrol,3700.0,9062.5,Automatic,Small
Volkswagen,Passat,1996,Sedan,300000.0,1800.0,Metan/Propan,2350.0,11538.461538461539,Manual,Medium
Mazda,3,2009,Hatchback,124000.0,1600.0,Petrol,2700.0,9538.461538461539,Manual,Small
Renault,Megane,2006,Universal,11111.0,1500.0,Diesel,1800.0,694.4375,Manual,Small
Opel,Omega,2000,Sedan,358264.0,2178.0,Metan/Propan,2100.0,16284.727272727272,Manual,Medium
Skoda,Fabia,2019,Universal,19000.0,1000.0,Petrol,4500.0,6333.333333333333,Manual,Small
BMW,3 Series,1996,Coupe,111111.0,1800.0,Petrol,1100.0,4273.5,Manual,Small
Volkswagen,Vento,1994,Sedan,298413.0,2000.0,Petrol,1200.0,10657.607142857143,Manual,Medium
Renault,Grand Scenic,2016,Minivan,169000.0,1500.0,Petrol,10000.0,28166.666666666668,Automatic,Medium
Audi,A4,1998,Sedan,333333.0,1900.0,Diesel,2400.0,13888.875,Manual,Medium
Peugeot,308,2011,Hatchback,102000.0,1600.0,Petrol,6200.0,9272.727272727272,Automatic,Small
Hyundai,Sonata,2015,Sedan,189826.0,1999.0,Hybrid,10650.0,27118.0,Automatic,Medium
Volkswagen,Polo,2003,Hatchback,180000.0,1200.0,Petrol,2700.0,9473.684210526315,Manual,Small
Mercedes,GLC,2017,Crossover,85440.0,2000.0,Petrol,25900.0,17088.0,Automatic,Medium
Toyota,Rav 4,2015,SUV,163000.0,2500.0,Petrol,14000.0,23285.714285714286,Automatic,Medium
Rare,Alt model,2014,Hatchback,90000.0,2000.0,Petrol,3700.0,11250.0,Manual,Medium
Volkswagen,Touran,2011,Microvan,190000.0,1400.0,Metan/Propan,6300.0,17272.727272727272,Automatic,Medium
Ford,Escape,2017,SUV,153742.0,1500.0,Petrol,11100.0,30748.4,Automatic,Large
Honda,Accord,2016,Sedan,176000.0,2400.0,Petrol,11650.0,29333.333333333332,Automatic,Medium
Toyota,Camry,2013,Sedan,118125.0,2500.0,Hybrid,11300.0,13125.0,Automatic,Medium
Opel,Vectra,1992,Sedan,260300.0,2000.0,Metan/Propan,650.0,8676.666666666666,Manual,Small
Rare,Vita,2009,Sedan,184000.0,1500.0,Metan/Propan,2000.0,14153.846153846154,Manual,Medium
Toyota,Rav 4,2001,Crossover,238000.0,2000.0,Metan/Propan,4800.0,11333.333333333334,Automatic,Medium
Mazda,626,1990,Hatchback,330000.0,1998.0,Petrol,1350.0,10312.5,Manual,Medium
KIA,Ceed,2010,Sedan,175000.0,1400.0,Metan/Propan,5200.0,14583.333333333334,Manual,Medium
Skoda,Fabia,2008,Universal,199980.0,1422.0,Diesel,4800.0,14284.285714285714,Manual,Medium
Volvo,XC90,2020,SUV,15000.0,1996.0,Plug-in Hybrid,55900.0,7500.0,Automatic,Small
Volkswagen,Passat,2005,Universal,220000.0,1800.0,Petrol,4500.0,12941.176470588236,Manual,Medium
Toyota,Land Cruiser Prado,2013,SUV,92000.0,2700.0,Metan/Propan,25500.0,10222.222222222223,Automatic,Medium
Audi,100,1983,Sedan,242854.0,2200.0,Petrol,750.0,6227.025641025641,Manual,Small
Opel,Tigra,1995,Coupe,300000.0,1400.0,Petrol,2000.0,11111.111111111111,Manual,Medium
Opel,Astra,2008,Universal,314000.0,1900.0,Diesel,4800.0,22428.571428571428,Manual,Medium
Renault,Megane,2010,Universal,200000.0,1500.0,Diesel,5200.0,16666.666666666668,Manual,Medium
Audi,A6,1997,Sedan,350000.0,2500.0,Diesel,700.0,14000.0,Manual,Medium
Ford,Focus,2014,Universal,138000.0,1000.0,Petrol,5999.0,17250.0,Manual,Medium
