Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat
Opel,Astra,2011,Universal,207000.0,1398.0,Petrol,6200.0,18818.18181818182,Manual,Medium
Peugeot,308,2007,Hatchback,200000.0,1600.0,Petrol,3500.0,13333.333333333334,Manual,Medium
Mercedes,E Class,2013,Sedan,248000.0,2200.0,Diesel,16400.0,27555.555555555555,Automatic,Medium
Renault,Kadjar,2018,Crossover,148800.0,1500.0,Diesel,13150.0,37200.0,Automatic,Large
Toyota,Auris,2015,Hatchback,166732.0,1800.0,Hybrid,13100.0,23818.85714285714,Automatic,Medium
Ford,Mondeo,2003,Universal,333333.0,1998.0,Diesel,3500.0,17543.842105263157,Manual,Medium
Opel,Combo,2005,Combi,264752.0,1400.0,Petrol,3400.0,15573.64705882353,Manual,Medium
BMW,5 Series,2017,Sedan,199000.0,2000.0,Diesel,28200.0,39800.0,Automatic,Large
Toyota,Auris,2011,Hatchback,200000.0,1400.0,Diesel,6999.0,18181.81818181818,Manual,Medium
Mitsubishi,ASX,2015,Crossover,28000.0,2000.0,Petrol,12800.0,4000.0,Automatic,Small
Vaz,21099,1997,Sedan,120000.0,1500.0,Petrol,25000.0,4800.0,Manual,Small
Ford,Fusion,2008,Hatchback,209000.0,1490.0,Diesel,3600.0,14928.57142857143,Manual,Medium
Renault,Grand Scenic,2005,Minivan,221000.0,1500.0,Diesel,2550.0,13000.0,Manual,Medium
Dacia,Logan,2014,Sedan,205045.0,1200.0,Metan/Propan,3900.0,25630.625,Manual,Medium
BMW,X5,2016,SUV,55000.0,1998.0,Hybrid,30000.0,9166.666666666666,Automatic,Small
Mazda,CX-5,2020,Crossover,7500.0,2500.0,Petrol,25900.0,3750.0,Automatic,Small
Mercedes,E Class,2008,Sedan,356000.0,2200.0,Diesel,8800.0,25428.571428571428,Automatic,Medium
Honda,CR-V,2013,Crossover,170000.0,2200.0,Diesel,16500.0,18888.88888888889,Automatic,Medium
Toyota,Prius,2016,Hatchback,140000.0,1789.0,Hybrid,13550.0,23333.333333333332,Automatic,Medium
Toyota,Prius,2016,Hatchback,163000.0,1798.0,Hybrid,11999.0,27166.666666666668,Automatic,Medium
Nissan,X-Trail,2016,Crossover,128000.0,1600.0,Diesel,16299.0,21333.333333333332,Automatic,Medium
Vaz,2106,1989,Sedan,46700.0,1600.0,Metan/Propan,750.0,1415.1515151515152,Manual,Small
Toyota,Corolla,2016,Sedan,91000.0,1800.0,Petrol,11100.0,15166.666666666666,Automatic,Medium
Mitsubishi,Pajero Sport,2017,SUV,53000.0,2400.0,Diesel,24950.0,10600.0,Automatic,Medium
Volvo,V60,2015,Universal,215000.0,2400.0,Plug-in Hybrid,13900.0,30714.285714285714,Automatic,Large
Mercedes,E Class,2013,Universal,200000.0,2200.0,Diesel,15900.0,22222.222222222223,Automatic,Medium
Volkswagen,Golf,1994,Hatchback,300000.0,1600.0,Petrol,1350.0,10714.285714285714,Manual,Medium
Rare,Vitara,2001,Crossover,150000.0,2000.0,Metan/Propan,3399.0,7142.857142857143,Automatic,Small
Ford,Focus,2016,Universal,203000.0,1500.0,Diesel,7700.0,33833.333333333336,Manual,Large
Opel,Corsa,2011,Hatchback,77000.0,1200.0,Petrol,5300.0,7000.0,Manual,Small
Rare,Freelander,2012,Crossover,162170.0,2200.0,Diesel,13200.0,16217.0,Automatic,Medium
Opel,Astra,2007,Universal,222999.0,1298.0,Diesel,4400.0,14866.6,Manual,Medium
Mercedes,E Class,2008,Sedan,210000.0,3000.0,Diesel,3300.0,15000.0,Automatic,Medium
Renault,Megane,2012,Universal,185000.0,1500.0,Diesel,6800.0,18500.0,Manual,Medium
Peugeot,Partner,2001,Minivan,150000.0,2000.0,Diesel,1199.0,7142.857142857143,Manual,Small
Dacia,Logan Mcv,2007,Universal,354811.0,1500.0,Diesel,2900.0,23654.066666666666,Manual,Medium
Volkswagen,Passat,1998,Sedan,315000.0,1600.0,Metan/Propan,2700.0,13125.0,Manual,Medium
Nissan,Almera,1996,Hatchback,262711.0,1400.0,Petrol,1999.0,10104.26923076923,Manual,Medium
Opel,Astra,2010,Universal,198000.0,1300.0,Diesel,5350.0,16500.0,Manual,Medium
BMW,5 Series,2000,Sedan,280000.0,3000.0,Petrol,3800.0,12727.272727272728,Manual,Medium
Mitsubishi,Lancer,2007,Sedan,220000.0,2000.0,Metan/Propan,6500.0,14666.666666666666,Automatic,Medium
Vaz,2115,2004,Sedan,95000.0,1500.0,Petrol,1550.0,5277.777777777777,Manual,Small
Renault,Scenic,2006,Universal,320000.0,1500.0,Diesel,3100.0,20000.0,Manual,Medium
Mercedes,E Class,2013,Sedan,170000.0,2143.0,Diesel,20500.0,18888.88888888889,Automatic,Medium
Ford,C-Max,2016,Hatchback,155000.0,1499.0,Diesel,9949.0,25833.333333333332,Automatic,Medium
Toyota,Prius,2009,Universal,230000.0,1500.0,Hybrid,6800.0,17692.30769230769,Automatic,Medium
Toyota,Urban Cruiser,2009,Crossover,151000.0,1364.0,Diesel,7350.0,11615.384615384615,Manual,Medium
Audi,Q5,2011,Crossover,144700.0,1969.0,Diesel,16000.0,13154.545454545454,Automatic,Medium
Ford,Fusion,2016,Sedan,144000.0,2000.0,Hybrid,16990.0,24000.0,Automatic,Medium
Opel,Astra,2012,Hatchback,175000.0,1300.0,Diesel,7390.0,17500.0,Manual,Medium
Ford,Focus Wagon,2016,Universal,168000.0,1500.0,Diesel,8490.0,28000.0,Manual,Medium
Toyota,Rav 4,2004,Crossover,270000.0,2000.0,Metan/Propan,5900.0,15000.0,Automatic,Medium
Ford,Fusion,2016,Sedan,61800.0,2000.0,Plug-in Hybrid,15950.0,10300.0,Automatic,Medium
KIA,Picanto,2011,Hatchback,79111.0,998.0,Petrol,6500.0,7191.909090909091,Automatic,Small
Renault,Grand Scenic,2014,Universal,160000.0,1500.0,Diesel,7950.0,20000.0,Manual,Medium
Volkswagen,Golf,2012,Universal,168000.0,1200.0,Petrol,7320.0,16800.0,Automatic,Medium
Opel,Astra,2001,Universal,300000.0,1400.0,Petrol,3000.0,14285.714285714286,Manual,Medium
Dacia,Logan Mcv,2018,Universal,28000.0,1000.0,Petrol,4350.0,7000.0,Manual,Small
Mercedes,E Class,2012,Sedan,230000.0,2200.0,Diesel,14000.0,23000.0,Automatic,Medium
Skoda,Octavia,2016,Universal,190580.0,1600.0,Diesel,13800.0,31763.333333333332,Automatic,Large
Renault,Modus,2006,Hatchback,266000.0,1500.0,Diesel,3000.0,16625.0,Manual,Medium
Audi,A4,2012,Sedan,166000.0,1798.0,Petrol,11500.0,16600.0,Automatic,Medium
Skoda,Octavia,2005,Universal,123456.0,1600.0,Metan/Propan,4700.0,7262.117647058823,Manual,Small
Mitsubishi,Galant,1995,Sedan,312000.0,1800.0,Metan/Propan,1950.0,11555.555555555555,Manual,Medium
Peugeot,206,2000,Hatchback,284540.0,2000.0,Diesel,1999.0,12933.636363636364,Manual,Medium
Honda,CR-V,2008,SUV,245191.0,2200.0,Diesel,9999.0,17513.64285714286,Manual,Medium
Mercedes,B Class,2017,Hatchback,130000.0,1500.0,Diesel,13950.0,26000.0,Automatic,Medium
Ford,Ka,2009,Hatchback,240000.0,1300.0,Diesel,3000.0,18461.53846153846,Manual,Medium
Mercedes,C Class,1996,Sedan,111111.0,2200.0,Diesel,2599.0,4273.5,Automatic,Small
Renault,Megane,2006,Universal,261000.0,1461.0,Diesel,3450.0,16312.5,Manual,Medium
Nissan,Qashqai,2016,SUV,157600.0,1500.0,Diesel,11650.0,26266.666666666668,Manual,Medium
Peugeot,307,2008,Hatchback,230000.0,1600.0,Petrol,4790.0,16428.571428571428,Automatic,Medium
Opel,Corsa,2003,Sedan,279421.0,1400.0,Petrol,3899.0,14706.368421052632,Automatic,Medium
Honda,CR-V,2002,Sedan,320000.0,2400.0,Petrol,5999.0,16000.0,Automatic,Medium
Renault,Megane,2004,Universal,265000.0,1500.0,Diesel,2999.0,14722.222222222223,Manual,Medium
Volkswagen,Passat,2006,Universal,197000.0,1600.0,Metan/Propan,5600.0,12312.5,Manual,Medium
Renault,Talisman,2016,Sedan,169500.0,1496.0,Diesel,13800.0,28250.0,Automatic,Medium
Nissan,Qashqai,2017,SUV,163400.0,1500.0,Diesel,12150.0,32680.0,Manual,Large
Honda,Civic,1993,Coupe,40000.0,1300.0,Petrol,1300.0,1379.3103448275863,Manual,Small
Renault,Grand Scenic,2013,Microvan,172000.0,1500.0,Diesel,6750.0,19111.11111111111,Manual,Medium
Volkswagen,Passat,2015,Universal,190000.0,1398.0,Plug-in Hybrid,13999.0,27142.85714285714,Automatic,Medium
Renault,Clio4,2016,Universal,129300.0,1461.0,Diesel,6888.0,21550.0,Manual,Medium
Volkswagen,Touareg,2012,Roadster,200100.0,3000.0,Diesel,15000.0,20010.0,Automatic,Medium
Nissan,Note,2016,Combi,152730.0,1500.0,Diesel,6700.0,25455.0,Manual,Medium
Opel,Vectra,1995,Sedan,2125.0,1598.0,Petrol,850.0,78.70370370370371,Manual,Small
Chevrolet,Malibu,2016,Sedan,102000.0,1499.0,Petrol,9200.0,17000.0,Automatic,Medium
Nissan,Qashqai,2017,Crossover,156400.0,1500.0,Diesel,11890.0,31280.0,Manual,Large
Nissan,Qashqai,2015,Crossover,148300.0,1500.0,Diesel,11990.0,21185.714285714286,Manual,Medium
Audi,A6,2013,Sedan,98000.0,3000.0,Petrol,19290.0,10888.888888888889,Automatic,Medium
Rare,Kalos,2003,Hatchback,230000.0,1400.0,Metan/Propan,1800.0,12105.263157894737,Manual,Medium
Volkswagen,Transporter,2009,Minivan,90000.0,1900.0,Diesel,7200.0,6923.076923076923,Manual,Small
Honda,CR-V,2011,Crossover,106000.0,2200.0,Diesel,15200.0,9636.363636363636,Automatic,Small
Ford,Mondeo,2015,Universal,139100.0,1499.0,Diesel,11500.0,19871.428571428572,Manual,Medium
Ford,Mondeo,2015,Universal,95000.0,1499.0,Diesel,11500.0,13571.42857142857,Manual,Medium
Ford,Mondeo,2016,Universal,130000.0,1499.0,Diesel,11500.0,21666.666666666668,Manual,Medium
Skoda,Octavia,2010,Universal,160058.0,1800.0,Petrol,6500.0,13338.166666666666,Automatic,Medium
Mercedes,E Class,2003,Sedan,285000.0,2200.0,Diesel,7700.0,15000.0,Automatic,Medium
Nissan,Qashqai,2015,Crossover,110300.0,1500.0,Diesel,12450.0,15757.142857142857,Manual,Medium
Rare,Wrangler,2001,SUV,200000.0,2500.0,Petrol,12500.0,9523.809523809523,Manual,Small
Rare,Cayenne,2011,Crossover,147000.0,3000.0,Hybrid,26500.0,13363.636363636364,Automatic,Medium
BMW,5 Series,2005,Sedan,240000.0,2500.0,Diesel,8890.0,14117.64705882353,Automatic,Medium
Volkswagen,Caddy,2007,Microvan,22000.0,2000.0,Metan/Propan,5800.0,1466.6666666666667,Manual,Small
Mercedes,Vito,2012,Microvan,270000.0,2200.0,Diesel,11300.0,27000.0,Automatic,Medium
Rare,Range Rover Evoque,2013,SUV,113000.0,2200.0,Diesel,20999.0,12555.555555555555,Automatic,Medium
Honda,Civic,2008,Sedan,192000.0,1300.0,Hybrid,5350.0,13714.285714285714,Automatic,Medium
Chevrolet,Cruze,2017,Sedan,80000.0,1400.0,Petrol,8800.0,16000.0,Automatic,Medium
Dacia,Logan,2016,Sedan,107253.0,1500.0,Diesel,7799.0,17875.5,Manual,Medium
Volkswagen,Caddy,2006,Microvan,200000.0,1900.0,Diesel,6300.0,12500.0,Manual,Medium
Audi,A4,2004,Sedan,214000.0,1800.0,Metan/Propan,3700.0,11888.888888888889,Automatic,Medium
Toyota,Avensis,2009,Sedan,220000.0,2200.0,Diesel,8990.0,16923.076923076922,Manual,Medium
Rare,147,2006,Hatchback,210000.0,1600.0,Metan/Propan,3530.0,13125.0,Manual,Medium
Ford,Focus,2015,Sedan,50700.0,1000.0,Petrol,6150.0,7242.857142857143,Manual,Small
BMW,5 Series,2017,Sedan,92000.0,2000.0,Plug-in Hybrid,29999.0,18400.0,Automatic,Medium
Nissan,Qashqai,2017,Crossover,141200.0,1500.0,Diesel,13990.0,28240.0,Manual,Medium
Opel,Vectra,1996,Sedan,250000.0,1800.0,Metan/Propan,2400.0,9615.384615384615,Manual,Small
Dacia,Logan Mcv,2008,Universal,289114.0,1500.0,Diesel,3999.0,20651.0,Manual,Medium
Renault,Megane,2000,Sedan,261482.0,1400.0,Petrol,1900.0,11885.545454545454,Manual,Medium
Volkswagen,Transporter,2006,Minivan,289000.0,2500.0,Diesel,6950.0,18062.5,Manual,Medium
Chevrolet,Cruze,2014,Sedan,78000.0,1600.0,Petrol,6250.0,9750.0,Manual,Small
Nissan,Qashqai,2016,SUV,144300.0,1500.0,Diesel,10750.0,24050.0,Manual,Medium
Toyota,Corolla,2014,Sedan,121000.0,1300.0,Petrol,8450.0,15125.0,Manual,Medium
Nissan,Qashqai,2014,SUV,139600.0,1500.0,Diesel,12990.0,17450.0,Manual,Medium
KIA,Carnival,2015,Minivan,128930.0,2199.0,Diesel,23990.0,18418.571428571428,Automatic,Medium
Mercedes,Vito,2005,Minivan,600000.0,2200.0,Diesel,7777.0,35294.117647058825,Manual,Large
BMW,5 Series,1995,Sedan,320000.0,2000.0,Petrol,3700.0,11851.851851851852,Manual,Medium
Hyundai,Santa FE,2016,Crossover,113445.0,2199.0,Diesel,22900.0,18907.5,Automatic,Medium
Mercedes,C Class,2016,Sedan,75000.0,1991.0,Petrol,24400.0,12500.0,Automatic,Medium
Rare,Range Rover Velar,2019,SUV,5600.0,5000.0,Petrol,95900.0,1866.6666666666667,Automatic,Small
Lexus,Es Series,2016,Sedan,82000.0,2498.0,Hybrid,21990.0,13666.666666666666,Automatic,Medium
Rare,Punto,2011,Sedan,270000.0,1256.0,Diesel,4500.0,24545.454545454544,Manual,Medium
Skoda,Octavia,2014,Universal,243000.0,1598.0,Diesel,10750.0,30375.0,Manual,Large
Mercedes,C Class,2015,Universal,190000.0,2200.0,Diesel,19600.0,27142.85714285714,Automatic,Medium
Honda,Civic,2008,Sedan,190000.0,1400.0,Hybrid,4700.0,13571.42857142857,Automatic,Medium
Honda,Civic,2008,Hatchback,190000.0,1300.0,Hybrid,4700.0,13571.42857142857,Automatic,Medium
Volkswagen,Passat,1989,Sedan,2000.0,1600.0,Petrol,800.0,60.60606060606061,Manual,Small
Volkswagen,Golf,2012,Hatchback,161000.0,1400.0,Petrol,7600.0,16100.0,Manual,Medium
Ford,Focus,2006,Universal,257000.0,1800.0,Metan/Propan,3700.0,16062.5,Manual,Medium
Volkswagen,Golf,2007,Hatchback,230110.0,1900.0,Diesel,5300.0,15340.666666666666,Manual,Medium
Hyundai,Santa FE,2011,Crossover,181000.0,2200.0,Diesel,13000.0,16454.545454545456,Automatic,Medium
Ford,Fusion,2015,Sedan,99000.0,2000.0,Plug-in Hybrid,10999.0,14142.857142857143,Automatic,Medium
Opel,Astra,2005,Hatchback,255119.0,1400.0,Metan/Propan,3799.0,15007.0,Manual,Medium
Rare,Freelander,2007,Crossover,134000.0,2200.0,Diesel,10199.0,8933.333333333334,Automatic,Small
Toyota,Rav 4,2011,Crossover,139000.0,2200.0,Diesel,12500.0,12636.363636363636,Automatic,Medium
Dacia,Logan Mcv,2010,Universal,300000.0,1500.0,Diesel,3300.0,25000.0,Manual,Medium
Skoda,Fabia,2006,Universal,237000.0,1400.0,Petrol,3500.0,14812.5,Manual,Medium
Renault,Grand Scenic,2011,Minivan,253000.0,1500.0,Diesel,6700.0,23000.0,Automatic,Medium
Audi,A6,2014,Sedan,241000.0,2000.0,Petrol,16777.0,30125.0,Automatic,Large
Honda,CR-V,1999,Crossover,1234.0,1999.0,Metan/Propan,5200.0,53.65217391304348,Automatic,Small
Opel,Astra,2013,Universal,174000.0,1300.0,Diesel,6100.0,19333.333333333332,Manual,Medium
Rare,Altea,2005,Hatchback,167736.0,1595.0,Petrol,3799.0,9866.823529411764,Manual,Small
Hyundai,ix20,2010,Microvan,189000.0,1400.0,Diesel,6199.0,15750.0,Manual,Medium
BMW,7 Series,2010,Sedan,195000.0,4400.0,Petrol,15990.0,16250.0,Automatic,Medium
Mercedes,E Class,2014,Sedan,279000.0,2200.0,Diesel,17500.0,34875.0,Automatic,Large
Nissan,Qashqai,2016,Crossover,141202.0,1485.0,Diesel,11950.0,23533.666666666668,Manual,Medium
Skoda,Rapid,2016,Hatchback,182350.0,1422.0,Diesel,7850.0,30391.666666666668,Manual,Large
Skoda,Fabia,2011,Universal,280000.0,1200.0,Petrol,4500.0,25454.545454545456,Manual,Medium
Toyota,Auris,2016,Universal,120000.0,1800.0,Hybrid,11200.0,20000.0,Automatic,Medium
Nissan,Juke,2012,Crossover,76000.0,1600.0,Petrol,10750.0,7600.0,Automatic,Small
Toyota,Land Cruiser Prado,2013,SUV,151500.0,2700.0,Metan/Propan,19750.0,16833.333333333332,Automatic,Medium
Honda,Civic,2005,Hatchback,264620.0,1396.0,Petrol,3400.0,15565.882352941177,Manual,Medium
Toyota,Auris,2016,Universal,73000.0,1329.0,Petrol,8100.0,12166.666666666666,Manual,Medium
Volkswagen,Caddy,2007,Minivan,300000.0,1968.0,Diesel,3500.0,20000.0,Manual,Medium
Nissan,Qashqai,2014,Crossover,164890.0,1461.0,Diesel,12399.0,20611.25,Manual,Medium
Dacia,Duster,2015,Crossover,111000.0,1500.0,Diesel,9900.0,15857.142857142857,Manual,Medium
BMW,X5,2008,SUV,330000.0,3000.0,Diesel,9350.0,23571.428571428572,Automatic,Medium
Toyota,Auris,2015,Universal,160600.0,1400.0,Diesel,9300.0,22942.85714285714,Manual,Medium
Honda,Civic,2012,Hatchback,129000.0,1339.0,Metan/Propan,7500.0,12900.0,Manual,Medium
Toyota,Camry,2019,Sedan,59680.0,2500.0,Hybrid,22900.0,19893.333333333332,Automatic,Medium
Hyundai,Elantra,2017,Sedan,190256.0,1591.0,Metan/Propan,9900.0,38051.2,Automatic,Large
Renault,Talisman,2017,Universal,190000.0,1500.0,Diesel,10490.0,38000.0,Manual,Large
Dacia,Duster,2015,SUV,121000.0,1200.0,Petrol,6450.0,17285.714285714286,Manual,Medium
Nissan,Juke,2011,Crossover,119000.0,1600.0,Petrol,7999.0,10818.181818181818,Manual,Medium
Nissan,X-Trail,2015,Crossover,123000.0,1600.0,Diesel,12700.0,17571.428571428572,Automatic,Medium
Volkswagen,Touran,2010,Minivan,164000.0,1400.0,Petrol,7499.0,13666.666666666666,Manual,Medium
BMW,X5,2006,Crossover,276000.0,3000.0,Metan/Propan,10100.0,17250.0,Automatic,Medium
Volvo,S60,2004,Sedan,125000.0,2000.0,Metan/Propan,4850.0,6944.444444444444,Automatic,Small
Mercedes,C Class,2016,Sedan,67000.0,2000.0,Petrol,21999.0,11166.666666666666,Automatic,Medium
Mercedes,E Class,2007,Sedan,300000.0,2200.0,Diesel,8499.0,20000.0,Automatic,Medium
BMW,X3,2008,Crossover,230000.0,2000.0,Diesel,10000.0,16428.571428571428,Automatic,Medium
Rare,Grand Cherokee,2002,SUV,250000.0,2700.0,Diesel,8100.0,12500.0,Automatic,Medium
Mercedes,E Class,2009,Sedan,235000.0,3000.0,Diesel,7800.0,18076.923076923078,Automatic,Medium
Volkswagen,Passat,2006,Universal,222500.0,1986.0,Diesel,5900.0,13906.25,Manual,Medium
Skoda,Fabia,2014,Universal,153000.0,1200.0,Petrol,5200.0,19125.0,Manual,Medium
Mercedes,C Class,2000,Sedan,274000.0,2200.0,Diesel,5290.0,12454.545454545454,Automatic,Medium
Mercedes,E Class,2000,Sedan,296325.0,2200.0,Diesel,2000.0,13469.318181818182,Automatic,Medium
Volkswagen,Caddy,2007,Minivan,263236.0,1900.0,Diesel,2499.0,17549.066666666666,Manual,Medium
Toyota,Corolla,2006,Hatchback,161000.0,1400.0,Petrol,4300.0,10062.5,Manual,Medium
Volkswagen,Polo,2005,Hatchback,310000.0,1198.0,Metan/Propan,3000.0,18235.29411764706,Manual,Medium
Skoda,Fabia,2013,Universal,168000.0,1200.0,Diesel,4950.0,18666.666666666668,Manual,Medium
Volkswagen,Passat,2016,Universal,164000.0,1968.0,Diesel,21999.0,27333.333333333332,Automatic,Medium
Renault,Clio,2008,Universal,234000.0,1200.0,Petrol,3600.0,16714.285714285714,Manual,Medium
Renault,Grand Scenic,2013,Universal,206000.0,1500.0,Diesel,6999.0,22888.88888888889,Manual,Medium
Dacia,Logan Mcv,2009,Universal,255000.0,1500.0,Diesel,3100.0,19615.384615384617,Manual,Medium
Skoda,Fabia,2015,Hatchback,148600.0,1400.0,Petrol,6590.0,21228.571428571428,Manual,Medium
Mitsubishi,Outlander,2015,SUV,201300.0,2000.0,Plug-in Hybrid,16490.0,28757.14285714286,Automatic,Medium
Skoda,Octavia,2011,Universal,169796.0,1598.0,Diesel,6299.0,15436.0,Automatic,Medium
Nissan,Qashqai,2016,Crossover,107000.0,1500.0,Diesel,12290.0,17833.333333333332,Manual,Medium
BMW,6 Series,2014,Sedan,141000.0,4000.0,Diesel,30500.0,17625.0,Automatic,Medium
Mazda,RX-8,2004,Coupe,84000.0,1300.0,Petrol,4500.0,4666.666666666667,Automatic,Small
Volkswagen,Golf,2005,Hatchback,222500.0,1430.0,Petrol,4250.0,13088.235294117647,Manual,Medium
Rare,Leon,2011,Hatchback,178000.0,1400.0,Petrol,5999.0,16181.818181818182,Manual,Medium
Renault,Megane,2017,Universal,187500.0,1500.0,Diesel,9444.0,37500.0,Manual,Large
Renault,Talisman,2016,Sedan,205000.0,1600.0,Diesel,12700.0,34166.666666666664,Automatic,Large
Renault,Captur,2015,Hatchback,90600.0,1500.0,Diesel,8500.0,12942.857142857143,Manual,Medium
Volkswagen,Golf,1997,Hatchback,240000.0,1600.0,Petrol,2450.0,9600.0,Manual,Small
Audi,A8,1998,Sedan,300000.0,2500.0,Diesel,3400.0,12500.0,Automatic,Medium
BMW,5 Series,2011,Sedan,215000.0,1984.0,Diesel,15200.0,19545.454545454544,Automatic,Medium
Dacia,Logan Mcv,2012,Universal,165800.0,1500.0,Diesel,5200.0,16580.0,Manual,Medium
Opel,Astra,2005,Universal,600000.0,1400.0,Petrol,1500.0,35294.117647058825,Manual,Large
Toyota,Prius,2008,Sedan,215154.0,1500.0,Hybrid,4999.0,15368.142857142857,Automatic,Medium
Chevrolet,Trax,2019,SUV,12525.0,1400.0,Petrol,10700.0,4175.0,Automatic,Small
Rare,Xf,2011,Sedan,225000.0,2200.0,Diesel,12500.0,20454.545454545456,Automatic,Medium
Renault,Megane,2009,Universal,600000.0,1500.0,Diesel,9999.0,46153.846153846156,Manual,Large
Volkswagen,Golf,1996,Hatchback,350653.0,1600.0,Metan/Propan,1598.0,13486.653846153846,Manual,Medium
Ford,Fusion,2013,Sedan,109000.0,2000.0,Hybrid,11300.0,12111.111111111111,Automatic,Medium
Mercedes,CLK Class,2001,Coupe,380000.0,1995.0,Petrol,3900.0,18095.238095238095,Automatic,Medium
Toyota,Corolla,2005,Sedan,250000.0,1400.0,Diesel,6399.0,14705.882352941177,Automatic,Medium
Skoda,Fabia,2015,Universal,170000.0,1400.0,Diesel,6350.0,24285.714285714286,Manual,Medium
Mercedes,CLK Class,1999,Coupe,330000.0,1995.0,Petrol,2900.0,14347.826086956522,Automatic,Medium
Volkswagen,Caddy,2012,Minivan,250000.0,1589.0,Diesel,5999.0,25000.0,Manual,Medium
Renault,Clio4,2015,Hatchback,225000.0,1461.0,Diesel,5200.0,32142.85714285714,Manual,Large
Lexus,NX Series,2016,SUV,115000.0,2500.0,Hybrid,26500.0,19166.666666666668,Automatic,Medium
Toyota,Prius,2006,Hatchback,260000.0,1500.0,Metan/Propan,6600.0,16250.0,Automatic,Medium
Ford,Fusion,2013,Sedan,140000.0,1500.0,Petrol,9750.0,15555.555555555555,Automatic,Medium
Ford,Focus,2015,Universal,178300.0,1499.0,Diesel,8400.0,25471.428571428572,Manual,Medium
Rare,600 Series,1995,Sedan,1566.0,200.0,Petrol,1150.0,58.0,Manual,Small
Mercedes,E Class,2013,Sedan,209000.0,2200.0,Hybrid,16700.0,23222.222222222223,Automatic,Medium
Ford,Focus,2015,Universal,184500.0,1499.0,Diesel,8000.0,26357.14285714286,Manual,Medium
Volkswagen,Jetta,2011,Sedan,191400.0,1200.0,Petrol,7000.0,17400.0,Manual,Medium
Skoda,Octavia,2013,Universal,150400.0,1390.0,Petrol,7350.0,16711.11111111111,Manual,Medium
Volkswagen,Touareg,2013,SUV,136000.0,3000.0,Diesel,27500.0,15111.111111111111,Automatic,Medium
Ford,C-Max,2015,Microvan,177300.0,1499.0,Diesel,8850.0,25328.571428571428,Manual,Medium
Audi,A5,2018,Sedan,28000.0,2000.0,Petrol,29000.0,7000.0,Automatic,Small
Toyota,Rav 4,2010,Crossover,176000.0,2200.0,Diesel,12800.0,14666.666666666666,Automatic,Medium
Skoda,Octavia,2012,Universal,174700.0,1800.0,Petrol,7850.0,17470.0,Manual,Medium
BMW,3 Series,2018,Sedan,37000.0,2000.0,Petrol,20500.0,9250.0,Automatic,Small
Renault,Megane,2013,Hatchback,173000.0,1461.0,Diesel,6700.0,19222.222222222223,Manual,Medium
BMW,5 Series,2017,Sedan,158000.0,2000.0,Diesel,29000.0,31600.0,Automatic,Large
Renault,Megane,2014,Universal,185700.0,1461.0,Diesel,8400.0,23212.5,Automatic,Medium
Volkswagen,Jetta,2019,Sedan,51000.0,1400.0,Petrol,12500.0,17000.0,Automatic,Medium
Renault,Megane,2011,Universal,201500.0,1400.0,Petrol,5450.0,18318.18181818182,Manual,Medium
Volkswagen,Jetta,2019,Sedan,40000.0,1400.0,Petrol,11900.0,13333.333333333334,Automatic,Medium
Hyundai,ix35,2014,SUV,170000.0,2000.0,Diesel,14850.0,21250.0,Automatic,Medium
Opel,Astra,2011,Universal,184300.0,1300.0,Diesel,5850.0,16754.545454545456,Manual,Medium
Renault,Laguna,2010,Universal,178150.0,1461.0,Diesel,5550.0,14845.833333333334,Manual,Medium
Rare,Sebring,2001,Sedan,316300.0,2000.0,Petrol,2800.0,15061.904761904761,Automatic,Medium
Toyota,Corolla,2006,Sedan,285934.0,1600.0,Metan/Propan,4300.0,17870.875,Automatic,Medium
Ford,Focus,2015,Universal,168100.0,1500.0,Diesel,7450.0,24014.285714285714,Manual,Medium
Nissan,Qashqai,2017,Crossover,155100.0,1500.0,Diesel,11850.0,31020.0,Manual,Large
Renault,Kadjar,2017,Crossover,129100.0,1500.0,Diesel,12750.0,25820.0,Automatic,Medium
Nissan,Qashqai,2017,SUV,157300.0,1500.0,Diesel,12390.0,31460.0,Manual,Large
Mercedes,C Class,2015,Sedan,132000.0,2000.0,Plug-in Hybrid,19350.0,18857.14285714286,Automatic,Medium
Honda,Civic,2001,Hatchback,380100.0,1598.0,Metan/Propan,4000.0,18100.0,Manual,Medium
Volkswagen,Golf,2015,Hatchback,112000.0,1400.0,Petrol,10950.0,16000.0,Automatic,Medium
Renault,Grand Scenic,2013,Universal,178000.0,1500.0,Diesel,6999.0,19777.777777777777,Automatic,Medium
Lexus,NX Series,2016,Crossover,116000.0,2500.0,Hybrid,25900.0,19333.333333333332,Automatic,Medium
Nissan,X-Trail,2015,Crossover,220000.0,1600.0,Diesel,14790.0,31428.571428571428,Automatic,Large
Skoda,Octavia,2005,Sedan,285000.0,1400.0,Metan/Propan,5400.0,16764.70588235294,Manual,Medium
Mercedes,Vito,2008,Universal,200000.0,2200.0,Diesel,6999.0,14285.714285714286,Manual,Medium
Rare,Splash,2009,Hatchback,41000.0,1250.0,Diesel,3950.0,3153.846153846154,Manual,Small
Skoda,Octavia,2009,Sedan,215000.0,1595.0,Petrol,4900.0,16538.46153846154,Manual,Medium
Rare,One,2003,Hatchback,172589.0,1600.0,Petrol,2700.0,9083.631578947368,Manual,Small
